Location,Kilometers_Driven,Fuel_Type,Owner_Type,Seats,Car_Name,Mileage_mean,Engine_mean,Power_mean,Purchase_Price_ide,Old,Manual
14.655796545105572,42646,12.593476592478947,3,5.0,5.762000000000002,19.6,1461.0,108.45,0,4,0
14.655796545105572,78212,5.6766079494128245,3,5.0,4.484635897435896,16.1,1298.0,88.2,1,9,1
9.850320512820494,37000,12.593476592478947,3,5.0,26.49607999999999,13.5,2987.0,282.0,1,11,0
9.583874999999992,9000,5.6766079494128245,3,5.0,5.350570776255696,18.9,1197.0,82.0,1,5,0
10.840350877192984,37630,5.6766079494128245,3,5.0,6.801526104417671,15.63,1499.0,110.4,1,3,0
6.544497991967872,19030,5.6766079494128245,3,5.0,5.412796934865907,16.47,1198.0,73.9,1,9,1
6.544497991967872,77000,12.593476592478947,3,8.0,11.475490797546001,12.99,2494.0,100.0,1,6,1
10.840350877192984,9952,5.6766079494128245,3,2.0,24.76417040358744,10.37,2979.0,306.0,1,3,0
13.085956678700358,36000,5.6766079494128245,3,5.0,5.350570776255696,17.43,1396.0,105.5,1,5,1
5.764352941176472,97000,12.593476592478947,3,5.0,5.350570776255696,22.32,1582.0,126.32,1,7,0
9.850320512820494,31025,12.593476592478947,3,5.0,4.484635897435896,28.4,1248.0,74.0,1,3,1
7.673777777777777,89327,12.593476592478947,1,5.0,6.801526104417671,17.8,1399.0,68.0,1,15,1
9.850320512820494,121000,12.593476592478947,2,5.0,7.601164383561648,16.4,1896.0,90.0,1,15,1
6.544497991967872,96813,12.593476592478947,2,8.0,8.055000000000001,12.05,2179.0,120.0,1,11,1
5.725418604651157,46000,12.593476592478947,3,5.0,25.687647058823522,16.55,1968.0,147.51,1,12,0
9.410469798657706,27000,5.6766079494128245,3,5.0,5.412796934865907,18.78,999.0,74.0,1,5,1
13.085956678700358,58000,5.6766079494128245,2,5.0,5.350570776255696,15.0,1396.0,98.6,1,9,0
6.544497991967872,65000,5.6766079494128245,2,5.0,5.412796934865907,15.04,1598.0,103.6,1,8,1
6.544497991967872,94900,12.593476592478947,3,5.0,5.350570776255696,16.8,1493.0,110.0,1,9,1
6.544497991967872,83000,12.593476592478947,3,5.0,5.350570776255696,23.0,1396.0,90.0,1,9,1
6.544497991967872,93000,5.6766079494128245,2,7.0,26.49607999999999,11.8,3498.0,272.0,1,11,0
9.583874999999992,8000,5.6766079494128245,3,5.0,5.353683168316831,18.0,1497.0,117.3,1,5,0
7.673777777777777,49000,5.6766079494128245,2,5.0,3.109807692307693,18.0,995.0,62.0,1,11,1
9.583874999999992,12000,5.6766079494128245,3,5.0,4.484635897435896,18.5,1197.0,85.8,1,5,1
5.725418604651157,35000,12.593476592478947,3,5.0,4.484635897435896,19.3,1248.0,73.9,1,6,1
14.655796545105572,42400,5.6766079494128245,1,4.0,44.31545454545455,8.0,4806.0,394.3,1,11,0
10.840350877192984,26101,12.593476592478947,3,5.0,18.320833333333336,17.1,1956.0,170.0,0,3,1
14.655796545105572,22831,5.6766079494128245,3,5.0,5.350570776255696,18.9,1197.0,82.0,1,4,1
6.544497991967872,93000,5.6766079494128245,3,5.0,5.350570776255696,18.354991697799917,1086.0,62.0,1,13,1
9.850320512820494,72921,12.593476592478947,3,5.0,3.109807692307693,25.44,936.0,57.6,1,9,1
14.655796545105572,26493,12.593476592478947,3,5.0,26.49607999999999,19.27,2143.0,170.0,1,4,0
14.655796545105572,19654,12.593476592478947,3,7.0,8.055000000000001,14.0,2179.0,155.0,0,2,0
6.544497991967872,43874,5.6766079494128245,3,5.0,4.484635897435896,18.9,998.0,67.1,1,10,1
9.583874999999992,15500,5.6766079494128245,3,5.0,4.484635897435896,17.5,1298.0,85.8,1,9,1
10.840350877192984,24700,5.6766079494128245,3,5.0,5.353683168316831,18.7,1199.0,88.7,1,4,1
14.655796545105572,56251,12.593476592478947,3,7.0,11.475490797546001,14.24,2755.0,174.5,0,2,1
9.410469798657706,54000,12.593476592478947,3,5.0,4.484635897435896,27.39,1248.0,74.0,1,6,1
14.655796545105572,64557,12.593476592478947,2,5.0,37.474199999999996,12.7,2179.0,187.7,1,7,0
7.673777777777777,89000,5.6766079494128245,2,5.0,4.806266666666667,19.34,1198.0,76.0,1,8,0
9.850320512820494,33000,12.593476592478947,3,5.0,5.350570776255696,17.01,1582.0,126.2,1,5,0
9.850320512820494,26000,12.593476592478947,3,5.0,38.480588235294114,14.47,2993.0,301.73,1,6,0
9.850320512820494,55000,12.593476592478947,3,5.0,7.601164383561648,20.5,1598.0,103.5,1,8,1
9.850320512820494,44738,5.6766079494128245,3,5.0,11.475490797546001,14.53,1798.0,138.1,1,13,1
9.850320512820494,44000,5.6766079494128245,3,5.0,4.484635897435896,23.1,998.0,67.04,1,7,0
5.764352941176472,70000,12.593476592478947,2,7.0,9.568499999999998,13.5,2477.0,175.56,0,7,1
5.725418604651157,35000,12.593476592478947,3,5.0,5.412796934865907,22.07,1199.0,73.9,1,7,1
9.410469798657706,62100,12.593476592478947,3,7.0,11.475490797546001,11.5,2982.0,171.0,1,10,1
9.410469798657706,16000,12.593476592478947,3,7.0,26.49607999999999,11.3,2987.0,254.8,1,5,0
5.764352941176472,41210,5.6766079494128245,3,5.0,5.353683168316831,18.0,1198.0,86.7,1,7,1
8.357000000000003,78616,12.593476592478947,2,5.0,26.49607999999999,14.84,2143.0,170.0,1,7,0
9.850320512820494,86732,12.593476592478947,3,5.0,4.806266666666667,23.08,1461.0,63.1,1,10,1
6.544497991967872,32198,5.6766079494128245,3,5.0,5.353683168316831,16.5,1198.0,86.8,1,5,0
14.655796545105572,38056,12.593476592478947,3,5.0,5.350570776255696,23.9,1582.0,126.2,1,4,1
5.764352941176472,57000,5.6766079494128245,3,4.0,3.434,26.0,624.0,35.0,1,11,1
9.850320512820494,82497,12.593476592478947,3,5.0,4.484635897435896,23.65,1248.0,88.5,1,5,1
9.410469798657706,27365,12.593476592478947,3,5.0,4.484635897435896,28.4,1248.0,74.0,0,7,1
5.764352941176472,48000,12.593476592478947,3,5.0,7.601164383561648,17.0,1896.0,105.0,1,12,0
14.655796545105572,62767,12.593476592478947,3,5.0,5.412796934865907,20.34,1498.0,103.2,1,5,1
9.850320512820494,51787,12.593476592478947,3,5.0,4.484635897435896,17.8,1248.0,113.10323393532128,1,5,1
13.085956678700358,45979,12.593476592478947,2,5.0,25.687647058823522,17.11,1968.0,174.33,1,8,0
13.085956678700358,50000,5.6766079494128245,3,5.0,5.350570776255696,18.9,1197.0,82.0,1,6,1
6.544497991967872,83000,12.593476592478947,3,5.0,5.350570776255696,19.08,1582.0,126.32,1,9,0
9.850320512820494,57266,12.593476592478947,3,5.0,3.4745454545454537,20.5,1248.0,91.72,1,6,1
8.357000000000003,55002,5.6766079494128245,3,5.0,4.484635897435896,17.5,1298.0,85.8,1,9,1
8.357000000000003,55005,12.593476592478947,3,5.0,6.801526104417671,20.0,1399.0,68.0,1,9,1
14.655796545105572,65060,5.6766079494128245,3,5.0,5.350570776255696,21.1,814.0,55.2,1,8,1
9.410469798657706,64000,5.6766079494128245,2,5.0,26.49607999999999,11.74,1796.0,186.0,1,10,0
9.583874999999992,29000,12.593476592478947,3,5.0,5.350570776255696,24.4,1120.0,71.0,1,5,1
6.544497991967872,111000,12.593476592478947,3,5.0,11.475490797546001,23.59,1364.0,67.1,1,9,1
14.655796545105572,65257,12.593476592478947,3,5.0,5.762000000000002,19.01,1461.0,108.45,1,5,1
5.725418604651157,145000,12.593476592478947,3,5.0,3.4745454545454537,20.4,1248.0,91.7,1,11,1
14.655796545105572,64042,12.593476592478947,3,5.0,3.109807692307693,17.3,1998.0,163.7,1,7,1
6.544497991967872,42000,5.6766079494128245,2,5.0,4.484635897435896,20.4,1197.0,81.8,1,7,1
5.725418604651157,85450,12.593476592478947,3,5.0,4.484635897435896,26.59,1248.0,74.0,1,5,1
